Id,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points
2227,2072,346,19,150,67,190,181,207,163,664
2228,2044,92,15,30,8,480,242,215,98,658
2229,1905,33,27,90,46,150,204,171,89,725
2230,1908,323,32,150,52,120,125,190,196,765
2231,1919,44,26,162,68,150,216,173,77,706
2232,1906,356,20,150,55,120,184,201,151,726
2233,1888,33,22,150,46,108,209,185,103,735
2234,1863,37,17,120,18,90,217,202,115,769
2235,3298,13,11,85,2,2122,210,217,143,2833
2236,3296,3,12,124,10,2089,204,217,150,2773
2237,3091,31,6,400,-83,1500,219,228,145,1201
2238,2976,64,23,553,149,1263,234,190,74,604
2239,2716,95,24,192,62,228,250,197,63,577
2240,2897,242,7,150,11,1867,206,246,177,1602
2241,2618,301,52,124,59,1789,0,157,231,1396
2242,2723,339,18,60,21,1575,178,211,170,1643
2243,2745,320,25,67,2,1464,147,207,195,1784
2244,2755,319,25,85,2,1442,148,209,197,1812
2245,2771,327,21,95,0,1401,163,210,184,1869
2246,2792,336,18,150,-9,1321,177,212,173,1983
2247,2208,135,10,120,12,85,236,236,130,277
2248,2199,200,22,60,15,277,206,253,171,426
2249,2039,128,13,0,0,480,243,231,116,674
2250,1948,84,19,0,0,90,243,205,85,402
2251,1904,51,26,67,30,162,222,175,72,711
2252,1972,15,34,216,123,190,170,152,101,721
2253,1927,54,25,190,76,175,225,177,71,735
2254,1898,34,23,175,56,134,210,184,98,765
2255,2790,112,15,295,56,466,245,223,102,363
2256,2662,82,24,95,8,150,245,191,63,674
2257,2898,199,9,120,12,1931,217,248,165,1617
2258,2949,308,6,216,22,2014,204,236,171,1940
2259,2779,353,24,382,163,1289,171,190,151,691
2260,2761,34,29,228,124,1263,201,162,80,607
2261,2700,356,19,42,5,1263,186,203,152,570
2262,2581,311,24,30,10,1702,149,215,204,1275
2263,2707,336,22,180,37,1687,165,203,174,1521
2264,2785,324,19,85,0,1403,170,217,185,1888
2265,2801,14,15,228,-5,1273,205,209,138,2089
2266,2078,311,33,95,73,150,115,197,213,644
2267,2109,326,27,228,104,268,143,198,189,589
2268,2145,310,25,382,133,433,145,214,206,571
2269,2041,112,25,30,2,510,253,203,62,685
2270,1896,337,12,30,6,175,195,224,168,732
2271,1951,33,36,150,96,150,188,137,60,907
2272,1916,320,24,190,60,162,151,210,195,832
2273,1983,334,33,210,134,180,129,177,177,779
2274,1992,358,33,228,143,212,151,160,132,750
2275,1977,42,33,256,128,228,205,149,55,752
2276,1916,24,25,212,74,175,197,177,105,789
2277,2764,103,15,228,60,390,244,219,100,417
2278,2739,98,18,175,35,309,247,211,86,497
2279,2677,82,22,85,23,192,244,195,70,638
2280,2665,80,23,67,11,170,243,192,67,664
2281,2875,202,15,150,-10,1826,212,252,172,1482
2282,2888,234,13,95,2,1888,198,251,189,1537
2283,2902,242,12,95,19,1996,196,250,191,1635
2284,2929,79,11,190,16,1033,235,220,115,2197
2285,2793,16,25,295,163,1239,192,178,113,604
2286,2736,55,26,134,63,1230,225,174,66,547
2287,2724,56,25,108,43,1230,227,180,72,543
2288,2761,314,20,30,8,1506,163,220,195,1765
2289,2039,88,25,30,6,511,248,189,0,671
2290,2030,121,4,0,0,481,227,236,144,646
2291,2076,297,32,90,39,391,114,210,227,566
2292,1999,46,37,67,51,153,204,135,36,384
2293,1936,48,28,125,57,190,217,168,68,644
2294,1903,5,13,42,4,201,203,214,148,708
2295,1901,311,9,30,2,190,195,234,179,726
2296,1928,252,31,30,14,180,138,243,233,765
2297,1967,40,35,180,112,180,199,143,54,918
2298,1927,333,27,218,72,190,149,195,180,859
2299,1944,339,30,240,93,210,142,181,169,815
2300,2931,78,23,404,104,1154,242,191,66,457
2301,2879,80,22,309,52,1006,243,194,69,324
2302,2816,105,8,242,29,626,234,230,128,216
2303,2800,114,15,240,13,541,244,224,106,277
2304,2792,107,16,240,5,513,245,220,99,300
2305,2776,95,13,228,42,457,240,221,110,350
2306,2662,256,20,180,9,1276,171,248,213,1170
2307,2673,255,18,180,20,1298,175,248,209,1172
2308,2774,238,22,153,17,1600,174,252,210,1254
2309,2872,229,17,108,-13,1869,192,253,195,1476
2310,2957,311,5,277,30,1906,206,236,169,1974
2311,2828,31,32,534,239,1271,194,152,75,743
2312,2805,26,24,309,168,1209,202,182,107,577
2313,2796,42,26,283,147,1206,214,175,82,564
2314,2591,311,25,30,13,1637,144,213,205,1222
2315,2715,313,11,218,33,1748,189,231,182,1471
2316,2786,316,21,0,0,1487,161,218,195,1813
2317,2116,320,27,150,109,212,142,203,196,579
2318,2122,341,23,175,117,234,165,198,168,564
2319,2176,307,26,424,165,485,141,215,210,514
2320,2042,79,28,30,12,514,243,176,0,658
2321,1982,46,38,42,29,108,201,130,32,324
2322,3111,32,14,450,-63,1376,216,208,125,1120
2323,2838,159,7,256,11,779,227,241,148,153
2324,2723,95,19,108,19,301,246,209,84,503
2325,2690,88,21,67,23,212,246,201,74,589
2326,2686,255,15,134,-8,1364,186,248,200,1146
2327,2694,251,13,124,1,1387,191,249,195,1150
2328,2705,240,13,120,10,1434,196,250,191,1159
2329,2878,264,18,67,-6,1911,173,246,210,1471
2330,2892,227,11,30,9,1994,204,251,183,1550
2331,2729,355,17,134,34,1172,189,207,154,481
2332,2782,330,21,30,16,1550,165,209,181,1747
2333,2788,326,21,30,16,1530,164,212,187,1776
2334,2802,322,19,0,0,1490,169,218,186,1834
2335,2227,170,12,258,91,85,229,245,146,330
2336,2046,86,29,30,16,518,246,177,39,646
2337,2032,81,10,0,0,488,234,222,118,618
2338,2105,263,26,120,66,371,147,242,228,510
2339,2063,27,38,150,115,228,176,133,66,384
2340,1919,30,22,67,9,256,208,188,107,661
2341,1964,233,31,90,42,240,153,249,218,787
2342,2010,303,30,300,161,270,125,210,218,864
2343,2062,360,30,300,213,272,162,171,135,845
2344,1983,11,35,300,132,270,162,148,103,871
2345,2811,108,10,182,24,646,238,228,120,170
2346,2795,99,10,180,8,564,237,225,119,242
2347,2784,88,12,180,-2,510,238,220,112,295
2348,2743,86,18,126,29,360,243,207,87,437
2349,2713,87,20,67,9,270,244,204,80,524
2350,2647,261,22,124,-5,1294,159,245,221,1110
2351,2668,260,18,120,15,1338,173,247,210,1112
2352,2703,247,10,90,8,1452,198,248,188,1130
2353,2713,239,13,90,18,1500,196,251,191,1142
2354,2838,231,12,90,24,1855,200,251,187,1374
2355,2739,32,16,175,44,1140,215,204,122,454
2356,2809,118,5,335,86,1224,228,236,142,595
2357,2220,178,11,201,84,150,225,246,153,365
2358,2217,109,6,182,81,192,230,234,137,379
2359,2199,325,11,376,144,537,191,227,176,459
2360,1980,9,37,30,15,90,154,141,103,218
2361,1970,9,24,285,115,270,185,184,128,942
2362,1968,45,35,277,118,272,206,142,44,918
2363,1903,67,17,108,36,120,234,207,100,969
2364,2981,100,22,430,154,1213,250,203,70,518
2365,2941,87,23,350,114,1172,246,195,65,430
2366,2810,89,11,153,23,658,237,223,117,150
2367,2770,104,15,134,31,450,244,220,101,342
2368,2761,101,16,124,27,420,245,217,97,371
2369,2691,88,21,30,12,210,246,200,72,577
2370,2690,261,12,67,-4,1425,191,246,194,1090
2371,2824,242,16,60,17,1842,188,251,199,1315
2372,2838,262,13,60,15,1879,189,246,196,1350
2373,2846,270,15,67,15,1898,178,244,204,1368
2374,2882,198,4,0,0,1996,218,243,161,1465
2375,2762,66,20,234,67,1110,235,197,85,437
2376,2777,328,23,150,28,1697,159,207,184,1587
2377,2819,330,19,60,24,1537,173,214,179,1819
2378,2116,260,25,192,102,258,151,244,226,499
2379,1980,3,22,300,125,300,185,193,140,927
2380,2055,327,37,360,206,330,108,172,189,918
2381,2094,21,25,361,245,335,194,178,110,902
2382,2048,61,33,379,199,362,227,157,38,900
2383,2013,343,36,360,162,331,126,162,160,924
2384,2027,2,39,360,176,330,139,138,114,930
2385,2831,80,4,192,4,780,225,232,142,60
2386,2828,82,7,170,41,750,230,228,130,67
2387,2792,119,12,120,5,570,241,229,117,218
2388,2786,120,13,120,0,540,241,229,115,247
2389,2665,89,27,30,-13,150,248,187,48,633
2390,2630,266,22,87,25,1316,157,243,221,1050
2391,2643,264,22,67,-9,1337,158,244,221,1050
2392,2655,264,21,60,2,1358,163,244,218,1050
2393,2695,269,10,30,0,1468,194,244,189,1065
2394,2705,273,9,30,3,1513,196,243,185,1077
2395,2729,259,14,30,7,1608,187,247,199,1110
2396,2751,247,17,42,-5,1681,183,251,204,1142
2397,2831,272,14,30,8,1884,183,244,199,1308
2398,2888,317,9,30,6,2038,197,233,175,1464
2399,2758,350,19,228,63,1080,183,205,158,395
2400,2812,336,20,108,17,1617,170,207,174,1725
2401,2828,334,19,90,33,1560,175,212,175,1812
2402,2083,310,35,60,60,150,107,193,215,642
2403,2045,108,24,30,10,541,252,206,68,618
2404,1949,347,22,60,28,330,173,199,161,708
2405,1999,28,15,270,77,330,213,207,127,886
2406,2105,32,25,361,41,365,205,178,97,932
2407,2042,41,32,371,-21,400,206,154,62,934
2408,2906,104,19,242,79,1101,248,214,87,331
2409,2896,105,22,216,69,1072,251,205,72,301
2410,2809,122,15,95,22,660,244,227,109,124
2411,2783,121,13,90,-3,540,241,229,116,242
2412,2649,92,26,67,-29,120,250,190,51,661
2413,2695,276,11,0,0,1487,191,242,191,1036
2414,2702,281,10,0,0,1510,192,241,189,1041
2415,2715,288,10,0,0,1579,193,239,186,1063
2416,2721,280,11,0,0,1602,190,241,190,1072
2417,2727,273,12,0,0,1626,186,243,196,1082
2418,2734,269,13,0,0,1650,185,244,199,1092
2419,2861,274,15,30,2,1982,178,242,203,1360
2420,2902,266,9,0,0,2143,197,244,187,1530
2421,2867,322,20,120,51,779,166,217,188,1961
2422,2163,148,28,90,27,313,243,225,90,497
2423,2209,293,21,376,204,443,157,230,211,371
2424,2218,329,13,382,159,467,187,223,175,365
2425,2037,126,17,0,0,552,246,226,103,612
2426,2129,259,12,210,96,342,190,247,195,379
2427,1946,49,17,30,4,330,225,202,105,595
2428,1946,319,17,0,0,360,175,222,187,642
2429,1964,343,21,60,35,360,174,204,166,691
2430,2058,28,32,342,-5,430,191,155,82,962
2431,2071,43,28,390,204,390,213,167,73,992
2432,2911,120,19,256,84,1110,249,220,91,360
2433,2876,109,27,175,49,1050,254,199,54,270
2434,2796,130,16,60,9,630,244,229,109,150
2435,2741,85,22,458,63,872,245,197,70,1173
2436,2653,268,21,0,0,1401,161,243,218,990
2437,2683,269,15,0,0,1464,181,244,202,997
2438,2785,286,19,30,13,1832,163,236,211,1158
2439,2820,308,17,30,13,1897,172,227,195,1224
2440,2884,261,9,0,0,2063,199,245,185,1400
2441,2894,234,9,30,3,2103,206,248,180,1443
2442,2896,248,5,30,3,2123,209,244,173,1465
2443,2857,53,16,60,21,721,227,205,107,1920
2444,2922,14,18,658,59,1199,201,200,133,819
2445,2798,66,18,361,102,1024,234,200,90,391
2446,2832,339,20,162,37,1663,175,208,170,1712
2447,2113,141,20,30,2,457,245,231,106,424
2448,2112,15,39,175,101,242,157,133,87,511
2449,2102,353,30,212,78,277,155,174,146,467
2450,2125,291,23,277,114,339,149,229,217,408
2451,2224,326,14,361,165,484,184,224,179,335
2452,2038,137,18,30,1,591,246,229,104,636
2453,1950,87,20,0,0,30,244,203,0,127
2454,1983,324,15,162,-1,150,180,223,182,450
2455,1962,69,22,42,2,302,237,190,72,553
2456,2051,295,25,391,196,400,141,224,218,969
2457,2063,293,24,404,0,408,147,227,217,997
2458,2084,335,38,404,20,420,111,163,175,1019
2459,2101,1,31,446,37,420,160,165,130,1020
2460,2914,123,22,277,87,1082,251,216,81,391
2461,2896,125,21,218,69,1080,249,221,89,331
2462,2753,135,18,42,0,451,245,229,106,331
2463,2746,139,19,28,7,421,245,231,107,361
2464,2607,284,20,0,1,1340,161,236,214,964
2465,2618,278,21,0,0,1364,159,239,217,962
2466,2653,268,21,0,0,1423,162,243,218,960
2467,2719,288,10,60,14,1617,193,239,186,1006
2468,2798,274,19,60,26,1873,167,242,212,1148
2469,2819,275,17,60,30,1905,172,242,208,1182
2470,2836,269,10,42,-7,1956,195,244,188,1237
2471,2849,253,18,30,5,1992,178,249,208,1276
2472,2881,209,6,42,-2,2105,215,246,167,1401
2473,2607,39,10,0,0,1401,221,217,130,1034
2474,2836,344,19,212,41,1725,178,206,165,1648
2475,2855,345,14,180,60,1615,192,217,163,1825
2476,2210,106,22,127,61,90,251,208,73,514
2477,2103,4,13,0,0,417,202,214,148,390
2478,2093,47,12,30,-6,342,224,214,122,400
2479,2094,358,22,42,16,216,180,193,147,474
2480,2091,29,25,60,10,201,202,176,99,492
2481,2052,122,29,42,16,658,254,203,56,693
2482,2095,306,30,134,60,450,126,208,215,454
2483,2121,85,23,247,91,361,246,194,66,335
2484,1992,288,17,247,70,420,169,236,206,819
2485,2089,274,25,342,25,450,145,237,227,1044
2486,2096,351,36,295,32,474,132,154,143,1024
2487,2029,107,34,330,162,360,254,178,23,992
2488,2897,129,21,242,70,1050,249,222,91,365
2489,2761,116,14,0,0,514,244,226,107,277
2490,2747,121,16,30,-6,454,246,225,103,335
2491,2689,117,27,67,-33,247,254,204,60,543
2492,2738,280,12,60,3,1706,186,241,195,1008
2493,2744,281,13,60,9,1729,183,241,197,1020
2494,2796,261,17,90,27,1897,177,247,207,1123
2495,2836,273,9,67,-7,1981,196,243,186,1214
2496,2891,274,11,90,7,2167,190,243,192,1425
2497,2897,283,9,90,5,2188,196,241,184,1448
2498,2833,327,20,268,38,1789,169,214,183,1554
2499,2868,337,16,218,73,1606,185,217,171,1879
2500,2104,7,26,60,4,339,180,180,129,379
2501,2164,10,37,180,141,295,155,141,102,474
2502,2152,21,40,210,126,309,162,126,71,450
2503,2055,312,28,42,19,566,134,207,207,571
2504,2110,41,24,285,80,361,215,181,88,301
2505,1988,79,18,60,20,247,241,204,86,469
2506,3131,70,17,573,-43,1113,237,205,96,994
2507,2987,105,35,480,160,1055,253,175,19,607
2508,2792,81,9,0,0,658,232,225,125,150
2509,2782,74,12,30,-4,604,235,217,112,201
2510,2724,118,14,42,-8,371,243,227,111,430
2511,2860,243,15,90,16,2076,190,251,197,1273
2512,2958,48,17,134,33,792,224,201,105,1917
2513,2869,342,13,240,74,1681,193,220,166,1786
2514,2132,15,25,30,6,424,189,180,119,446
2515,2097,26,21,0,0,300,204,188,113,601
2516,2176,310,33,150,128,313,115,198,213,484
2517,2120,9,34,268,155,335,162,154,112,210
2518,2006,23,14,95,21,201,211,209,132,404
2519,1978,34,21,190,41,480,211,189,105,713
2520,2075,285,27,319,11,503,134,227,227,997
2521,2790,74,10,30,-1,618,232,222,122,192
2522,2777,85,15,60,-9,564,240,214,101,242
2523,2744,96,17,30,-7,458,245,214,92,351
2524,2735,103,16,30,-8,433,245,217,96,379
2525,2720,122,16,67,-18,379,245,226,105,437
2526,2977,75,21,85,10,1616,240,195,75,1972
2527,2820,290,32,124,70,1179,116,216,232,1337
2528,2870,356,15,272,76,1740,196,213,154,1723
2529,2138,9,25,108,32,424,185,183,127,306
2530,2162,289,36,120,94,335,99,209,237,497
2531,2139,27,27,283,106,426,198,172,97,331
2532,2015,33,28,85,50,127,203,167,85,67
2533,1983,17,21,228,45,510,197,190,123,731
2534,2001,271,15,309,81,510,179,244,204,816
2535,2054,285,24,342,-3,518,147,234,221,931
2536,2112,237,25,234,48,540,167,252,214,1067
2537,3061,157,35,612,284,1027,234,220,86,855
2538,2815,91,9,30,-5,808,235,226,122,162
2539,2803,51,6,0,0,721,223,226,138,153
2540,2802,54,7,0,0,693,224,225,136,162
2541,2799,72,8,0,0,664,229,226,130,175
2542,2776,107,16,85,-10,552,245,220,99,258
2543,2768,108,16,85,16,524,245,220,98,283
2544,2760,110,16,67,8,497,246,220,97,309
2545,2732,116,19,60,-19,417,249,218,89,390
2546,2654,273,16,30,1,1504,175,243,206,841
2547,2915,275,15,190,24,2120,177,242,204,1465
2548,2877,359,12,301,82,1765,202,218,153,1719
2549,2883,341,16,301,88,1698,186,215,167,1839
2550,2144,24,26,120,16,566,196,174,103,309
2551,2126,344,17,153,30,323,183,211,164,382
2552,2040,288,7,30,-3,716,201,240,178,686
2553,2050,287,21,42,12,691,159,234,215,663
2554,1944,33,22,0,0,30,210,187,104,277
2555,2025,349,29,175,3,170,154,179,154,297
2556,2025,13,19,120,3,212,198,197,132,342
2557,2003,23,24,95,35,418,198,180,109,552
2558,1989,354,18,150,28,474,188,206,154,607
2559,2022,261,26,376,100,541,146,242,229,866
2560,2083,225,25,255,25,569,178,254,203,1012
2561,3260,170,18,600,72,1476,230,245,140,2317
2562,2856,23,13,95,29,930,212,211,134,277
2563,2851,47,18,67,24,918,223,199,104,255
2564,2842,58,20,42,13,888,230,195,89,234
2565,2816,60,12,0,0,800,229,215,118,190
2566,2736,122,22,90,-15,430,251,217,82,376
2567,2663,273,15,30,1,1544,178,243,203,812
2568,2670,271,14,0,0,1571,182,244,201,815
2569,2622,260,18,0,0,1406,173,247,210,1150
2570,2883,343,9,331,89,1789,202,227,163,1717
2571,2180,33,31,134,54,532,197,155,76,319
2572,2116,58,31,192,71,268,225,160,46,433
2573,2067,181,27,30,12,876,217,244,142,335
2574,2046,101,17,0,0,782,246,214,90,618
2575,2041,61,6,0,0,759,225,228,137,648
2576,2005,352,14,309,67,570,194,214,158,771
2577,2063,221,24,258,5,589,184,254,197,977
2578,3132,150,11,457,-42,1020,235,240,134,1159
2579,2887,138,25,365,60,912,248,222,87,524
2580,2828,61,17,30,5,824,232,202,96,228
2581,2817,25,10,42,5,733,215,219,140,210
2582,2815,49,10,60,3,706,224,218,127,212
2583,2809,72,12,60,3,679,234,216,112,218
2584,2801,89,14,60,-1,648,240,217,104,228
2585,2776,118,18,108,-20,560,248,221,93,277
2586,2767,121,18,127,-26,532,247,223,97,297
2587,2750,120,20,124,-1,474,250,218,87,342
2588,2718,129,25,120,-33,390,251,216,76,417
2589,2765,231,18,175,39,1894,189,253,198,932
2590,2971,95,15,30,4,1556,242,217,100,1962
2591,2962,96,6,0,0,1528,231,231,133,1989
2592,2977,335,11,382,97,1048,197,226,169,938
2593,2169,349,16,90,20,300,189,212,160,497
2594,2183,330,25,180,58,552,153,201,182,212
2595,2148,3,22,210,51,384,183,191,139,319
2596,2054,176,7,0,0,895,224,244,154,323
2597,2055,189,9,0,0,918,221,247,160,351
2598,2062,199,29,0,0,966,197,250,170,408
2599,2046,98,10,0,0,799,237,225,118,612
2600,2046,3,5,30,0,774,214,231,155,641
2601,2046,313,10,42,5,750,194,233,179,671
2602,2152,268,32,212,114,594,121,232,240,495
2603,2208,335,25,277,174,534,157,198,176,408
2604,2205,27,30,300,168,516,191,159,87,379
2605,2059,359,29,153,37,212,163,173,136,258
2606,2038,237,20,295,-19,607,179,253,207,912
2607,2103,225,20,127,39,564,188,254,197,875
2608,2005,122,30,277,102,277,254,200,50,810
2609,2751,234,17,134,25,1891,189,253,198,890
2610,2766,229,11,150,30,1936,204,250,182,924
2611,2973,80,14,30,11,1546,238,213,102,1950
2612,2859,13,19,277,6,789,198,198,133,95
2613,2210,41,26,190,77,541,213,174,82,277
2614,2175,353,20,210,52,629,181,200,154,216
2615,2168,43,22,240,61,458,218,186,92,234
2616,2147,49,24,255,101,323,223,180,78,376
2617,2059,128,22,0,0,841,250,220,87,228
2618,2055,108,2,0,0,865,221,237,151,256
2619,2058,338,15,0,0,890,187,218,170,285
2620,2062,357,20,30,7,914,184,199,149,313
2621,2056,22,11,30,1,960,213,217,139,371
2622,2053,135,2,0,0,984,222,238,151,400
2623,2055,198,15,0,0,967,214,252,169,430
2624,2051,131,18,30,5,841,246,227,102,577
2625,2044,139,5,0,1,816,228,238,144,607
2626,2048,284,4,30,2,792,209,240,169,636
2627,2048,297,10,60,2,768,193,237,184,666
2628,2078,274,26,127,14,700,142,236,228,618
2629,2111,265,30,170,32,658,130,235,236,560
2630,2036,61,29,30,14,319,229,168,52,351
2631,2020,15,23,180,44,510,194,187,123,582
2632,2022,340,15,342,-35,631,188,217,168,849
2633,2114,239,11,127,56,660,200,249,186,949
2634,2100,143,27,85,36,661,246,223,86,918
2635,1939,153,18,134,40,153,239,236,122,800
2636,1936,163,13,120,37,127,232,243,140,816
2637,2833,105,14,90,10,815,243,222,106,285
2638,2688,283,13,30,2,1667,185,240,195,735
2639,2693,283,11,0,0,1693,188,240,192,742
2640,2743,230,13,108,11,1911,200,251,187,865
2641,2660,238,26,42,12,1473,163,251,217,1291
2642,2184,6,21,153,38,335,190,195,137,446
2643,2141,86,27,240,91,300,247,184,49,390
2644,2085,77,32,150,35,210,240,164,29,474
2645,2170,218,25,0,0,306,185,254,195,446
2646,2056,56,7,0,0,858,225,226,135,218
2647,2062,322,21,30,3,882,162,214,189,247
2648,2053,48,11,30,0,983,224,215,123,424
2649,2049,180,7,0,0,957,223,244,157,454
2650,2055,164,19,30,1,907,234,242,131,514
2651,2044,270,2,0,0,834,214,239,163,603
2652,2052,307,14,42,0,787,180,231,191,663
2653,2036,34,20,331,74,658,212,193,109,726
2654,2035,353,20,367,-22,660,181,200,154,815
2655,1929,172,16,90,30,108,229,246,143,787
2656,3010,124,27,485,233,888,253,209,65,949
2657,2858,177,10,192,29,810,225,246,153,384
2658,2803,139,22,134,-19,693,247,227,96,301
2659,2775,135,26,153,-35,603,250,219,81,323
2660,2685,134,26,108,37,365,250,218,79,469
2661,2660,76,14,0,0,1364,237,212,104,731
2662,2706,286,10,0,0,1760,193,240,186,731
2663,2740,263,8,67,8,1910,201,244,182,824
2664,2871,49,13,194,18,742,225,211,118,95
2665,2215,331,26,270,92,636,149,197,182,134
2666,2188,27,16,295,67,525,212,205,126,170
2667,2070,87,25,120,20,180,247,190,57,495
2668,2067,103,21,0,0,853,250,208,76,182
2669,2062,304,7,0,0,876,201,237,175,212
2670,2054,40,20,28,5,973,217,192,101,451
2671,2047,50,9,0,0,949,224,223,134,481
2672,2047,101,5,30,1,900,228,233,139,541
2673,2045,45,2,30,1,876,220,234,151,571
2674,2045,308,8,0,0,853,197,235,178,601
2675,2052,307,15,0,0,830,178,230,192,631
2676,2059,311,17,30,7,807,170,225,194,661
2677,2059,78,39,150,119,175,237,140,0,297
2678,2055,323,32,30,23,406,124,189,196,395
2679,2057,332,28,247,81,592,145,193,181,633
2680,1965,78,22,170,61,175,242,193,70,722
2681,2855,188,7,300,28,781,220,245,159,488
2682,2809,140,20,150,-13,751,246,229,102,331
2683,2739,272,9,42,3,1931,197,243,185,799
2684,3029,11,11,335,96,642,208,217,145,1699
2685,2742,41,23,255,14,1061,216,183,91,810
2686,2655,339,8,0,0,1441,203,228,164,1290
2687,2082,93,26,150,32,210,251,190,52,459
2688,2257,328,30,150,85,540,133,189,187,510
2689,2060,254,12,30,-7,895,193,248,193,210
2690,2096,275,31,67,41,942,123,229,237,270
2691,2057,35,24,30,10,966,209,178,93,480
2692,2052,29,16,0,0,942,213,204,123,510
2693,2047,25,11,0,0,918,215,216,137,540
2694,2045,352,10,0,0,895,202,222,158,570
2695,2057,315,18,0,0,850,169,222,192,630
2696,2001,103,46,90,66,120,244,138,0,361
2697,1940,106,34,30,6,60,253,178,0,408
2698,1931,214,7,0,0,30,213,247,0,433
2699,1946,334,25,60,32,108,155,198,178,499
2700,1988,7,33,95,80,124,162,156,116,382
2701,2047,318,40,228,159,218,89,171,205,42
2702,2128,24,34,150,106,300,181,147,82,212
2703,2073,42,36,162,-28,532,201,140,48,541
2704,2076,19,24,277,-104,633,194,181,114,661
2705,2108,240,17,120,44,474,186,252,201,752
2706,2070,97,31,242,60,321,251,179,32,700
2707,3204,209,12,342,50,1205,211,249,173,2072
2708,2845,166,15,234,22,750,232,244,139,433
2709,2792,134,22,182,-30,720,249,223,91,360
2710,2713,135,27,192,60,510,250,216,75,417
2711,2675,64,7,0,0,1358,227,226,133,698
2712,2728,294,9,0,0,1889,194,238,184,726
2713,2740,281,8,30,4,1952,199,241,182,774
2714,2756,244,12,30,9,2016,195,250,192,830
2715,2891,339,19,108,32,700,174,208,171,1744
2716,2955,38,19,576,-11,752,217,196,108,481
2717,2165,86,27,330,115,390,247,185,50,277
2718,2062,88,19,0,0,892,244,206,84,180
2719,2058,257,11,0,0,914,195,247,190,212
2720,2006,351,29,124,98,150,155,177,150,404
2721,1993,15,42,85,72,110,148,120,78,366
2722,2113,310,46,270,91,268,59,162,218,90
2723,2075,27,30,30,15,404,193,162,89,330
2724,2069,325,13,210,11,765,187,225,178,933
2725,2838,169,16,277,15,720,230,247,141,474
2726,2784,129,20,212,-38,720,249,223,92,390
2727,2753,124,24,240,-69,630,252,214,75,400
2728,2723,73,6,150,-7,1165,228,228,134,828
2729,2714,115,12,67,18,1240,241,227,114,768
2730,2647,58,9,30,5,1513,227,221,127,612
2731,2726,301,11,40,-1,1883,189,235,186,685
2732,2738,304,9,0,0,1952,196,236,180,732
2733,2747,283,8,0,0,2015,199,241,181,787
2734,2781,241,20,67,25,2103,178,254,208,870
2735,2959,12,18,67,11,329,200,202,135,1530
2736,2676,271,20,30,9,1465,165,242,215,1381
2737,2245,346,20,360,109,684,176,203,163,95
2738,2238,58,20,360,112,660,230,193,87,30
2739,2210,92,12,390,85,510,238,222,112,153
2740,2201,101,17,390,80,480,245,217,97,182
2741,2191,83,17,390,70,450,241,208,91,212
2742,2171,55,27,330,121,390,225,172,64,272
2743,2078,103,30,42,16,891,253,187,39,162
2744,2063,100,18,30,1,912,247,212,87,190
2745,2057,259,8,0,0,934,201,245,183,218
2746,2099,68,34,85,47,1026,232,153,25,454
2747,2200,300,39,124,58,716,88,194,230,566
2748,2102,352,26,228,-78,640,165,184,151,631
2749,2093,357,32,362,-87,767,154,166,137,781
2750,2084,22,29,330,26,781,187,164,99,841
2751,2076,168,8,150,18,711,227,243,150,870
2752,2829,169,19,300,6,690,231,244,138,499
2753,2809,141,22,247,-13,690,246,228,99,446
2754,2752,351,10,153,-2,1019,203,224,159,966
2755,2704,107,14,30,8,1282,243,223,106,726
2756,2696,92,11,0,0,1307,238,222,114,708
2757,2729,307,12,67,1,1899,186,233,186,659
2758,2748,326,10,30,6,2015,195,229,173,745
2759,2769,10,23,319,155,1068,188,187,129,904
2760,2678,290,13,30,11,1443,182,238,195,1383
2761,2192,33,23,360,142,421,209,183,101,240
2762,2258,322,22,125,20,379,159,212,191,492
2763,2071,116,26,30,-4,912,253,206,63,175
2764,2166,280,37,60,45,782,96,215,244,633
2765,2073,98,13,150,15,698,241,222,109,849
2766,2049,127,20,60,0,618,248,223,94,787
2767,3327,123,5,842,100,4650,228,236,142,1718
2768,3333,211,16,721,106,4155,205,253,179,1987
2769,3339,203,17,726,112,4097,209,253,174,2024
2770,2816,162,20,309,-6,660,235,240,125,510
2771,2807,148,22,285,-15,660,242,233,109,485
2772,2788,147,18,270,-34,663,242,235,115,459
2773,2697,76,8,0,0,1323,230,226,128,686
2774,2753,325,10,60,15,2037,197,230,173,722
2775,2777,254,14,30,4,2165,188,248,198,853
2776,2759,17,25,212,108,1199,190,178,115,1087
2777,2678,10,12,0,0,1401,207,216,145,1355
2778,2270,25,22,395,121,577,203,187,112,212
2779,2265,355,21,408,122,636,181,198,151,153
2780,2263,17,11,420,127,696,211,218,141,95
2781,2257,55,13,420,121,693,228,211,114,42
2782,2141,49,32,182,90,247,215,155,51,421
2783,2122,288,35,120,45,192,102,211,237,711
2784,2185,285,39,134,108,258,88,208,243,633
2785,2361,304,15,30,8,787,176,231,195,329
2786,2286,335,5,150,41,660,209,233,163,582
2787,2063,349,10,0,0,955,203,224,160,216
2788,2066,325,23,0,0,976,158,209,188,242
